0.0495567,1483.61,0,0.999738,6.15288,
0.0495577,1483.62,0,0.99974,6.12412,
0.0495588,1483.64,0,0.999741,6.09707,
0.0495596,1483.65,0,0.999742,6.07205,
0.0495606,1483.66,0,0.999743,6.0453,
0.0495614,1483.67,0,0.999744,6.02068,
0.0495619,1483.68,0,0.999746,5.99459,
0.0495627,1483.68,0,0.999747,5.96752,
0.0495632,1483.69,0,0.999748,5.94239,
0.0495639,1483.7,0,0.999749,5.91636,
0.0495645,1483.71,0,0.99975,5.89246,
0.0495649,1483.71,0,0.999751,5.86766,
0.0495652,1483.72,0,0.999752,5.84226,
0.0495654,1483.72,0,0.999754,5.81652,
0.0495661,1483.73,0,0.999754,5.79066,
0.0495669,1483.74,0,0.999755,5.76918,
0.0495676,1483.75,0,0.999756,5.75091,
0.0495682,1483.75,0,0.999756,5.73158,
0.0495689,1483.76,0,0.999757,5.71139,
0.0495696,1483.77,0,0.999757,5.69468,
0.0495701,1483.78,0,0.999758,5.67701,
0.0495707,1483.79,0,0.999758,5.65855,
0.0495711,1483.79,0,0.999759,5.63944,
0.0495715,1483.8,0,0.99976,5.61981,
0.0495718,1483.8,0,0.99976,5.59976,
0.0495721,1483.8,0,0.999761,5.57939,
0.0495724,1483.81,0,0.999762,5.55878,
0.0495726,1483.81,0,0.999763,5.53801,
0.0495728,1483.81,0,0.999763,5.51715,
0.0495729,1483.81,0,0.999764,5.49623,
0.0495731,1483.82,0,0.999765,5.47532,
0.0495733,1483.82,0,0.999766,5.45446,
0.0495735,1483.82,0,0.999766,5.43546,
0.0495737,1483.82,0,0.999767,5.41637,
0.0495738,1483.83,0,0.999768,5.39723,
0.049574,1483.83,0,0.999768,5.37807,
0.0495741,1483.83,0,0.999769,5.35892,
0.0495742,1483.83,0,0.99977,5.3398,
0.0495743,1483.83,0,0.99977,5.32074,
0.0495744,1483.83,0,0.999771,5.30176,
0.0495745,1483.83,0,0.999771,5.28288,
0.0495745,1483.83,0,0.999772,5.2641,
0.0495746,1483.84,0,0.999773,5.24544,
0.0495746,1483.84,0,0.999773,5.22691,
0.0495747,1483.84,0,0.999774,5.20853,
0.0495747,1483.84,0,0.999775,5.19029,
0.0495747,1483.84,0,0.999775,5.1722,
0.0495747,1483.84,0,0.999776,5.15428,
0.0495747,1483.84,0,0.999776,5.13651,
0.0495748,1483.84,0,0.999777,5.11891,
0.0495748,1483.84,0,0.999777,5.10148,
0.0495748,1483.84,0,0.999778,5.08422,
0.0495748,1483.84,0,0.999779,5.06713,
0.0495748,1483.84,0,0.999779,5.05021,
0.0495747,1483.84,0,0.99978,5.03347,
2400,

