"Beta","Alpha","Pi","Gamma","S0","RSquare","RMSE","Real Beta","Real Alpha","Real Pi","Real Gamma","Real S0","Real RSquare","Real RMSE"
"13","0.00490275655561852","0.116368968764591","0.128530452651056","0.0301124196746921","281.36261270838","0.995654615515079","208.202672662825","0.001","0.02","0.02","0.05","1500","0.510684764229272","1049.44691519854"
"14","0.00682045370554224","0.0702714512921812","2.61628956298939e-08","1.22065752651513e-12","173.455192882263","0.996193137877411","150.054735305666","0.001","0.02","0.02","0.05","1500","0.48755114658324","1028.44925503216"
"15","0.00609321511729862","0.0508270484162978","1.99479258237841e-24","3.91538003903091e-05","211.142948208921","0.996361038669372","184.28255542198","0.001","0.02","0.02","0.05","1500","0.464294038402926","1008.01734077067"
"16","0.00622402795436377","0.0540342494455522","6.41445406095545e-07","0.000919567757000639","203.832426093552","0.997207140561826","172.64490066795","0.001","0.02","0.02","0.05","1500","0.457181069003568","988.341725133562"
"17","0.0062109999036223","0.0556961055635968","0.000428065323806855","0.000159318276165995","202.108002806086","0.997795179387144","169.315257460312","0.001","0.02","0.02","0.05","1500","0.459535007849566","969.372962799379"
"18","0.00630065041907159","0.0472149569904944","5.69131635132897e-05","0.000181652496377072","209.951822306341","0.997867684016685","173.897452940582","0.001","0.02","0.02","0.05","1500","0.464636683798485","950.992384105128"
"19","0.00632051276610624","0.0386025437130994","0.00135563010984623","8.94429377225916e-05","224.292505407209","0.997660821250388","184.891118503848","0.001","0.02","0.02","0.05","1500","0.473279537716062","933.202812488408"
"20","0.00593460465608113","0.0243706105771314","3.99005953657212e-06","5.78707085757879e-05","274.979961436306","0.995249597991389","230.840734871414","0.001","0.02","0.02","0.05","1500","0.476281526402043","915.827947629275"
"21","0.0050247793239613","0.0182378851646898","0.000584483266498262","0.000240229330618512","354.075511936216","0.995310144980812","303.753628619252","0.001","0.02","0.02","0.05","1500","0.481303909174911","898.993695140268"
"22","0.00418455009493784","0.0149930536796036","5.17182070869305e-05","0.00085432145682682","448.949909977522","0.995916547197699","389.452253396999","0.001","0.02","0.02","0.05","1500","0.487280230764102","882.686675970533"
"23","0.00252829804961241","0.0112340674999306","5.08610050884024e-05","6.95626018461843e-06","798.196765545891","0.996063339217297","735.087474812529","0.001","0.02","0.02","0.05","1500","0.488988123238289","866.846878570984"
"24","0.00210023541796635","0.0105410388338081","2.83867836528639e-05","0.0004156171800115","978.145346338081","0.996926502521147","903.096939504826","0.001","0.02","0.02","0.05","1500","0.493537651029484","851.585899448494"
"25","0.00141712857159131","0.00966187978879668","0.000696339147528084","0.00337635779505695","1506.29133600706","0.997509642851253","1362.23395476746","0.001","0.02","0.02","0.05","1500","0.495942740086108","836.890149832713"
"26","0.00215905759332389","0.0109708230260443","0.000437137623248797","0.000952562393733081","941.973344097858","0.997782419264196","846.58719495807","0.001","0.02","0.02","0.05","1500","0.504959227784846","822.85279358797"
"27","0.00208757932442257","0.0107970362473319","0.00122167097557712","0.000257718015023211","979.478637286952","0.998248170785728","884.946708659606","0.001","0.02","0.02","0.05","1500","0.51259520811373","809.479607251076"
"28","0.00234069746045475","0.0117345212291927","0.000296774741733151","0.000556672810872492","846.570968840845","0.998487827450445","742.671713527668","0.001","0.02","0.02","0.05","1500","0.524135308346742","796.80318363369"
"29","0.00247254107555093","0.012545215589109","4.05360794909479e-08","7.01481942065044e-09","778.864420310835","0.998678866704514","675.058138047345","0.001","0.02","0.02","0.05","1500","0.538174831136601","784.84699031552"
"30","0.00167515986177778","0.0177108838275888","0.0726616336986967","0.00771341276470362","1345.30365480954","0.998495510135846","1085.76390788556","0.001","0.02","0.02","0.05","1500","0.557004566734007","773.544928775377"
"31","0.00243725488754987","0.0156346853572762","0.00855914868812154","0.00123329854672038","752.345172602351","0.998667659121307","621.608575213309","0.001","0.02","0.02","0.05","1500","0.577227620373228","762.97462949801"
"32","0.00125458364414284","0.0299271442722683","0.170422039202586","0.110367025829162","2568.01576476661","0.998762183852447","958.472350669602","0.001","0.02","0.02","0.05","1500","0.600337176502028","753.007255057243"
"33","0.00215614333809077","0.0190093016466138","0.0213429031964619","0.00285040792238936","819.875154816533","0.998714753266075","652.935568637989","0.001","0.02","0.02","0.05","1500","0.625308810121486","743.587148515348"
"34","0.00194516292401218","0.0183144342976138","0.0410750248673862","3.03189383637373e-06","985.409019638131","0.998885129222383","841.570503527205","0.001","0.02","0.02","0.05","1500","0.650784737547098","734.832394705856"
"35","0.00125910068838085","0.0213467195082193","0.145671492362878","0.00162384778285412","1949.55986571136","0.998875239304699","1735.04189620813","0.001","0.02","0.02","0.05","1500","0.675149729077942","726.32280532295"
"36","0.00159935765886258","0.0228256773998559","0.0759025778664514","0.0177092475000467","1296.08358400224","0.998767544426403","840.71219246438","0.001","0.02","0.02","0.05","1500","0.696800478344768","718.169484969491"
"37","0.000940409120821599","0.0404982436246947","0.267549900345046","0.140924801896481","3768.45333529092","0.99874050353878","1198.80573425358","0.001","0.02","0.02","0.05","1500","0.710980102035771","710.204008255479"
"38","0.00152902128325557","0.0237119748133332","0.070259351686226","1.13789057390575e-06","1201.83323854948","0.998485719343037","1030.81686183617","0.001","0.02","0.02","0.05","1500","0.716409848598204","702.488618107779"
"39","0.000905264540463777","0.0247772341593299","0.306273262794016","0.00688571316009793","3627.14105061235","0.998969181367673","2991.98365182604","0.001","0.02","0.02","0.05","1500","0.709537612618724","694.984639060164"
"40","0.00113086854984029","0.0280803121085364","0.183312482870348","0.044534495736325","2427.60455140656","0.998781234988768","1170.28038265268","0.001","0.02","0.02","0.05","1500","0.689622188057041","687.718090401954"
"41","0.000870654992230985","0.0220208310318737","0.390341815359096","4.214062116538e-07","4587.73451705224","0.998543367314579","4392.98893980851","0.001","0.02","0.02","0.05","1500","0.648416807828847","680.585569125934"
"42","0.00124296719426319","0.0223183601635374","0.146904382501919","0.00246266472785508","1939.06069772189","0.998706708023889","1651.15789497463","0.001","0.02","0.02","0.05","1500","0.571408238314981","673.48620281688"
"43","0.00127249954656217","0.0224519693744583","0.133718895241937","0.000620510448912043","1803.29323270527","0.99870654892678","1586.44757015077","0.001","0.02","0.02","0.05","1500","0.469034234409471","666.567911709412"
"44","0.00130264831418043","0.0233799562276733","0.116540344503504","0.000881508632624484","1638.33273100809","0.998662877764377","1413.92223282383","0.001","0.02","0.02","0.05","1500","0.337512318410736","659.811351120661"
"45","0.00130251151770464","0.0222875872234346","0.127785011818979","0.000880263759306902","1744.63603875261","0.9986837694294","1515.87453354504","0.001","0.02","0.02","0.05","1500","0.169007837466534","653.184652213549"
"46","0.00129958111940772","0.0224097134803964","0.125847770017135","1.13149841470857e-05","1724.67536330275","0.998683291424132","1529.25355002977","0.001","0.02","0.02","0.05","1500","-0.0328163205016483","646.710455767226"
"47","0.00126480356188711","0.0221624633897973","0.14267112626083","0.00304139215793044","1898.58793788602","0.998587709511198","1575.48505346049","0.001","0.02","0.02","0.05","1500","-0.276176904078997","640.370985711216"
"48","0.00121551351595325","0.0212993890625959","0.163873758887449","2.44977055102524e-06","2109.71934039854","0.99830926029121","1914.55740882423","0.001","0.02","0.02","0.05","1500","-0.556280203291953","634.18800015966"
"49","0.00115063364853569","0.021414415574808","0.192305568030964","0.00279264467910034","2417.41250298325","0.998094966989434","2064.17427568066","0.001","0.02","0.02","0.05","1500","-0.858556303691057","628.176606353806"
"50","0.00107155315460944","0.0210098141307918","0.236079026665861","0.001518660497585","2889.24640558045","0.997638250636873","2586.73860603433","0.001","0.02","0.02","0.05","1500","-1.1815387897013","622.343015754825"
"51","0.0010267352397006","0.0212647978134568","0.26133137646437","0.00229279175917915","3169.63820815208","0.997523391075967","2796.38765905567","0.001","0.02","0.02","0.05","1500","-1.50295135798035","616.670798869462"
"52","0.0010319685102071","0.0211183426752035","0.254044582151061","6.64720985017022e-11","3081.30770860052","0.997508804703887","2892.33127463229","0.001","0.02","0.02","0.05","1500","-1.81994597987183","611.155812927074"
"53","0.000526038237476723","0.0294851607347675","1.5474670895846","6.36050262989107e-38","17795.2025208161","0.99682634842987","17604.9683553844","0.001","0.02","0.02","0.05","1500","-2.12842526348716","605.793343452499"
"54","0.00100318236173798","0.0210509667954794","0.276591079253584","6.11941731066443e-06","3330.8149627096","0.997534682827077","3145.87355780777","0.001","0.02","0.02","0.05","1500","-2.42305556468026","600.573321090492"
"55","0.000994353224364881","0.0214852723331822","0.280460838732117","0.00237142295981579","3381.80798847271","0.997505724578159","2984.10725357926","0.001","0.02","0.02","0.05","1500","-2.70220817114466","595.496885698496"
"56","0.000977412332971167","0.0212176281432914","0.293095131463576","3.62893050741416e-05","3513.93204429762","0.997555355956794","3330.89680154517","0.001","0.02","0.02","0.05","1500","-2.96215125444079","590.551001838963"
"57","0.000969718235265828","0.0213039284290967","0.296755396938028","3.86737673611827e-05","3556.65646096301","0.997572767409728","3375.86385104988","0.001","0.02","0.02","0.05","1500","-3.20175848161827","585.730743734057"
"58","0.000980008304625575","0.021260225379797","0.28959415316895","6.19375973597782e-08","3474.9694594424","0.997593340702427","3300.99130430254","0.001","0.02","0.02","0.05","1500","-3.42047774998688","581.029952832209"
"59","0.000977380807668169","0.0212907682905101","0.291000837164214","6.85855306345797e-06","3490.33329410869","0.997629704193546","3318.17535476248","0.001","0.02","0.02","0.05","1500","-3.61885558717349","576.436780970227"
"60","0.000974176072456155","0.0213337279863294","0.292725955934592","7.99290890134835e-05","3510.08272967605","0.997662731132448","3332.44368529562","0.001","0.02","0.02","0.05","1500","-3.79729472215621","571.95297069375"
"61","0.000926320735067611","0.0228442152886255","0.316798166390855","0.00605420450000567","3801.18029351144","0.997568108707075","3012.43613056317","0.001","0.02","0.02","0.05","1500","-3.95709155604905","567.570357482045"
"62","0.000969320317026988","0.0218212606871201","0.291334938700307","0.00218229492317504","3501.46541977136","0.997694106671797","3105.33856005483","0.001","0.02","0.02","0.05","1500","-4.09891960595879","563.28801169932"
"63","0.00100128998627675","0.0214138574609508","0.269099266925755","2.14562695023601e-06","3245.79553711078","0.997757483931433","3084.35338492747","0.001","0.02","0.02","0.05","1500","-4.22410261745663","559.101041294964"
"64","0.000970633486183344","0.0211983921120232","0.299554644466156","9.12433963809058e-10","3586.39827593854","0.99779614865469","3427.09520960682","0.001","0.02","0.02","0.05","1500","-4.33474146816815","555.002359078338"
"65","0.000975215197886261","0.0213013131447308","0.292388722333512","1.27744859157794e-16","3506.31765971543","0.997828213595877","3349.38989612948","0.001","0.02","0.02","0.05","1500","-4.43115641850342","550.992628092464"
"66","0.000950647183512114","0.0212968972194859","0.31528843751966","0.000117618344789907","3763.61218279402","0.997849168502893","3593.45838834327","0.001","0.02","0.02","0.05","1500","-4.51517998952114","547.066524961142"
"67","0.000969612469031813","0.0213279793726994","0.296571183361695","5.24177112729251e-06","3552.59513201399","0.997884535729641","3399.36876817357","0.001","0.02","0.02","0.05","1500","-4.58720856564316","543.22347422372"
"68","0.000998311759433193","0.021265723215393","0.273962229742142","8.35388782695783e-39","3303.45303999826","0.997899381301268","3153.28124953865","0.001","0.02","0.02","0.05","1500","-4.64944008322655","539.457566291354"
"69","0.000983497959141825","0.0214297337328129","0.284724659486657","0.000707001994000087","3422.38912045831","0.997922489738489","3189.01853367418","0.001","0.02","0.02","0.05","1500","-4.70208501316588","535.768356767241"
"70","0.000981519545425051","0.0212840517892156","0.287834972873875","1.34711967510602e-05","3455.04019211844","0.997957456855374","3307.0546812074","0.001","0.02","0.02","0.05","1500","-4.74646149650517","532.152430488534"
"71","0.000989912432118725","0.0215328365772372","0.27324425975688","8.15948055823242e-13","3296.2896591387","0.997964297633471","3152.13158181519","0.001","0.02","0.02","0.05","1500","-4.78382964061398","528.606647993687"
"72","0.000975346920056948","0.0213126153885147","0.292173837580257","7.42938178805084e-06","3503.11848626542","0.997993684229846","3359.62174376806","0.001","0.02","0.02","0.05","1500","-4.8145341015956","525.12971266777"
"73","0.00095323751760059","0.0218975293566277","0.301407340683863","0.00164844171809007","3610.29250403297","0.997985027305471","3254.81813064643","0.001","0.02","0.02","0.05","1500","-4.83884180982402","521.720256787863"
"74","0.000975543237386909","0.0212805733821968","0.292851536603457","2.83053405231439e-35","3511.14080159399","0.998029505467574","3372.26101257033","0.001","0.02","0.02","0.05","1500","-4.85782193531776","518.3754501637"
"75","User time","Sys time","Elapsed time","2.76048884171165e-08","3513.59926038564","0.998049094888667","3376.49349402201","0.001","0.02","0.02","0.05","1500","-4.87116287104271","515.094738120282"
"76","81439.868","5.152","81708.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
