"Time","Gotye: Plays - YouTube"
2013/05/06 00:00:00,303257
2013/05/05 00:00:00,383751
2013/05/04 00:00:00,443701
2013/05/03 00:00:00,310300
2013/05/02 00:00:00,354094
2013/05/01 00:00:00,282309
2013/04/30 00:00:00,305637
2013/04/29 00:00:00,310093
2013/04/28 00:00:00,358220
2013/04/27 00:00:00,353576
2013/04/26 00:00:00,306885
2013/04/25 00:00:00,319627
2013/04/24 00:00:00,290432
2013/04/23 00:00:00,297651
2013/04/22 00:00:00,309841
2013/04/21 00:00:00,349915
2013/04/20 00:00:00,316183
2013/04/19 00:00:00,365453
2013/04/18 00:00:00,312339
2013/04/17 00:00:00,323789
2013/04/16 00:00:00,309687
2013/04/15 00:00:00,291865
2013/04/14 00:00:00,377114
2013/04/13 00:00:00,377635
2013/04/12 00:00:00,414771
2013/04/11 00:00:00,318485
2013/04/10 00:00:00,323425
2013/04/09 00:00:00,308173
2013/04/08 00:00:00,320944
2013/04/07 00:00:00,357086
2013/04/06 00:00:00,354958
2013/04/05 00:00:00,409933
2013/04/04 00:00:00,314450
2013/04/03 00:00:00,312472
2013/04/02 00:00:00,322703
2013/04/01 00:00:00,316580
2013/03/31 00:00:00,343871
2013/03/30 00:00:00,347928
2013/03/29 00:00:00,337255
2013/03/28 00:00:00,307799
2013/03/27 00:00:00,284585
2013/03/26 00:00:00,246804
2013/03/25 00:00:00,295461
2013/03/24 00:00:00,303692
2013/03/23 00:00:00,303692
2013/03/22 00:00:00,303693
2013/03/21 00:00:00,256820
2013/03/20 00:00:00,259350
2013/03/19 00:00:00,258502
2013/03/18 00:00:00,315529
2013/03/17 00:00:00,308732
2013/03/16 00:00:00,310744
2013/03/15 00:00:00,339695
2013/03/14 00:00:00,999623
2013/03/13 00:00:00,268455
2013/03/12 00:00:00,259737
2013/03/11 00:00:00,282288
2013/03/10 00:00:00,350819
2013/03/09 00:00:00,348160
2013/03/08 00:00:00,318583
2013/03/07 00:00:00,293880
2013/03/06 00:00:00,285947
2013/03/05 00:00:00,293137
2013/03/04 00:00:00,288718
2013/03/03 00:00:00,339247
2013/03/02 00:00:00,341270
2013/03/01 00:00:00,
2013/02/28 00:00:00,586219
2013/02/27 00:00:00,296967
2013/02/26 00:00:00,302768
2013/02/25 00:00:00,317332
2013/02/24 00:00:00,359381
2013/02/23 00:00:00,325637
2013/02/22 00:00:00,302937
2013/02/21 00:00:00,328444
2013/02/20 00:00:00,367828
2013/02/19 00:00:00,295705
2013/02/18 00:00:00,325053
2013/02/17 00:00:00,388295
2013/02/16 00:00:00,381494
2013/02/15 00:00:00,350834
2013/02/14 00:00:00,414162
2013/02/13 00:00:00,512806
2013/02/12 00:00:00,492021
2013/02/11 00:00:00,589689
2013/02/10 00:00:00,511463
2013/02/09 00:00:00,334255
2013/02/08 00:00:00,336314
2013/02/07 00:00:00,339426
2013/02/06 00:00:00,299634
2013/02/05 00:00:00,300660
2013/02/04 00:00:00,303668
2013/02/03 00:00:00,402247
2013/02/02 00:00:00,367986
2013/02/01 00:00:00,315650
2013/01/31 00:00:00,302514
2013/01/30 00:00:00,373836
2013/01/29 00:00:00,325127
2013/01/28 00:00:00,318567
2013/01/27 00:00:00,380347
2013/01/26 00:00:00,372137
2013/01/25 00:00:00,334602
2013/01/24 00:00:00,314838
2013/01/23 00:00:00,325170
2013/01/22 00:00:00,343217
2013/01/21 00:00:00,305853
2013/01/20 00:00:00,375471
2013/01/19 00:00:00,422087
2013/01/18 00:00:00,392116
2013/01/17 00:00:00,362971
2013/01/16 00:00:00,358091
2013/01/15 00:00:00,342454
2013/01/14 00:00:00,511374
2013/01/13 00:00:00,618349
2013/01/12 00:00:00,482944
2013/01/11 00:00:00,401749
2013/01/10 00:00:00,381794
2013/01/09 00:00:00,373138
2013/01/08 00:00:00,368037
2013/01/07 00:00:00,382143
2013/01/06 00:00:00,445102
2013/01/05 00:00:00,420476
2013/01/04 00:00:00,410501
2013/01/03 00:00:00,390954
2013/01/02 00:00:00,393210
2013/01/01 00:00:00,478912
2012/12/31 00:00:00,460004
2012/12/30 00:00:00,420913
2012/12/29 00:00:00,426310
2012/12/28 00:00:00,428602
2012/12/27 00:00:00,365205
2012/12/26 00:00:00,416477
2012/12/25 00:00:00,364213
2012/12/24 00:00:00,390424
2012/12/23 00:00:00,427333
2012/12/22 00:00:00,421991
2012/12/21 00:00:00,412487
2012/12/20 00:00:00,401578
2012/12/19 00:00:00,428236
2012/12/18 00:00:00,403698
2012/12/17 00:00:00,335232
2012/12/16 00:00:00,428317
2012/12/15 00:00:00,414164
2012/12/14 00:00:00,405544
2012/12/13 00:00:00,435533
2012/12/12 00:00:00,377607
2012/12/11 00:00:00,376397
2012/12/10 00:00:00,383029
2012/12/09 00:00:00,438589
2012/12/08 00:00:00,462161
2012/12/07 00:00:00,390694
2012/12/06 00:00:00,577684
2012/12/05 00:00:00,394657
2012/12/04 00:00:00,267825
2012/12/03 00:00:00,273776
2012/12/02 00:00:00,565770
2012/12/01 00:00:00,343557
2012/11/30 00:00:00,402231
2012/11/29 00:00:00,379321
2012/11/28 00:00:00,385821
2012/11/27 00:00:00,325669
2012/11/26 00:00:00,377361
2012/11/25 00:00:00,513917
2012/11/24 00:00:00,434179
2012/11/23 00:00:00,348722
2012/11/22 00:00:00,491875
2012/11/21 00:00:00,377042
2012/11/20 00:00:00,438833
2012/11/19 00:00:00,373783
2012/11/18 00:00:00,482362
2012/11/17 00:00:00,492006
2012/11/16 00:00:00,451124
2012/11/15 00:00:00,415641
2012/11/14 00:00:00,382827
2012/11/13 00:00:00,344586
2012/11/12 00:00:00,411958
2012/11/11 00:00:00,586487
2012/11/10 00:00:00,474641
2012/11/09 00:00:00,433829
2012/11/08 00:00:00,412200
2012/11/07 00:00:00,450490
2012/11/06 00:00:00,419802
2012/11/05 00:00:00,426313
2012/11/04 00:00:00,493283
2012/11/03 00:00:00,583941
2012/11/02 00:00:00,433492
2012/11/01 00:00:00,431356
2012/10/31 00:00:00,739727
2012/10/30 00:00:00,143082
2012/10/29 00:00:00,440243
2012/10/28 00:00:00,22324
2012/10/27 00:00:00,3158
2012/10/26 00:00:00,1125
2012/10/25 00:00:00,182
2012/10/24 00:00:00,12
2012/10/23 00:00:00,104816
2012/10/22 00:00:00,465426
2012/10/21 00:00:00,567839
2012/10/20 00:00:00,573316
2012/10/19 00:00:00,569810
2012/10/18 00:00:00,279247
2012/10/17 00:00:00,226527
2012/10/16 00:00:00,374170
2012/10/15 00:00:00,488048
2012/10/14 00:00:00,569253
2012/10/13 00:00:00,527513
2012/10/12 00:00:00,514354
2012/10/11 00:00:00,529891
2012/10/10 00:00:00,484467
2012/10/09 00:00:00,470448
2012/10/08 00:00:00,487344
2012/10/07 00:00:00,600053
2012/10/06 00:00:00,674489
2012/10/05 00:00:00,593908
2012/10/04 00:00:00,515647
2012/10/03 00:00:00,537866
2012/10/02 00:00:00,554199
2012/10/01 00:00:00,494718
2012/09/30 00:00:00,658039
2012/09/29 00:00:00,588406
2012/09/28 00:00:00,591519
2012/09/27 00:00:00,510801
2012/09/26 00:00:00,597275
2012/09/25 00:00:00,453613
2012/09/24 00:00:00,571950
2012/09/23 00:00:00,611032
2012/09/22 00:00:00,703947
2012/09/21 00:00:00,96789
2012/09/20 00:00:00,5641
2012/09/19 00:00:00,432073
2012/09/18 00:00:00,1806692
2012/09/17 00:00:00,462958
2012/09/16 00:00:00,846188
2012/09/15 00:00:00,775834
2012/09/14 00:00:00,637399
2012/09/13 00:00:00,581651
2012/09/12 00:00:00,671047
2012/09/11 00:00:00,1173815
2012/09/10 00:00:00,130402
2012/09/09 00:00:00,437990
2012/09/08 00:00:00,737919
2012/09/07 00:00:00,769655
2012/09/06 00:00:00,688534
2012/09/05 00:00:00,668553
2012/09/04 00:00:00,628836
2012/09/03 00:00:00,776837
2012/09/02 00:00:00,639389
2012/09/01 00:00:00,799286
2012/08/31 00:00:00,724788
2012/08/30 00:00:00,589413
2012/08/29 00:00:00,724673
2012/08/28 00:00:00,661519
2012/08/27 00:00:00,699657
2012/08/26 00:00:00,905259
2012/08/25 00:00:00,672218
2012/08/24 00:00:00,770160
2012/08/23 00:00:00,670449
2012/08/22 00:00:00,691649
2012/08/21 00:00:00,740182
2012/08/20 00:00:00,777147
2012/08/19 00:00:00,828587
2012/08/18 00:00:00,840299
2012/08/17 00:00:00,915070
2012/08/16 00:00:00,993170
2012/08/15 00:00:00,1422953
2012/08/14 00:00:00,1444818
2012/08/13 00:00:00,1402238
2012/08/12 00:00:00,720793
2012/08/11 00:00:00,733173
2012/08/10 00:00:00,763460
2012/08/09 00:00:00,666971
2012/08/08 00:00:00,763715
2012/08/07 00:00:00,665185
2012/08/06 00:00:00,732687
2012/08/05 00:00:00,591781
2012/08/04 00:00:00,867871
2012/08/03 00:00:00,670467
2012/08/02 00:00:00,609660
2012/08/01 00:00:00,718776
2012/07/31 00:00:00,791658
2012/07/30 00:00:00,712050
2012/07/29 00:00:00,668262
2012/07/28 00:00:00,811171
2012/07/27 00:00:00,805635
2012/07/26 00:00:00,738515
2012/07/25 00:00:00,1608412
2012/07/24 00:00:00,563705
2012/07/23 00:00:00,557194
2012/07/22 00:00:00,763017
2012/07/21 00:00:00,673538
2012/07/20 00:00:00,643000
2012/07/19 00:00:00,757459
2012/07/18 00:00:00,806296
2012/07/17 00:00:00,757052
2012/07/16 00:00:00,848414
2012/07/15 00:00:00,903308
2012/07/14 00:00:00,988076
2012/07/13 00:00:00,914157
2012/07/12 00:00:00,837251
2012/07/11 00:00:00,887260
2012/07/10 00:00:00,885611
2012/07/09 00:00:00,932242
2012/07/08 00:00:00,1046595
2012/07/07 00:00:00,916748
2012/07/06 00:00:00,991944
2012/07/05 00:00:00,1032606
2012/07/04 00:00:00,897191
2012/07/03 00:00:00,1090933
2012/07/02 00:00:00,941760
2012/07/01 00:00:00,935361
2012/06/30 00:00:00,1140688
2012/06/29 00:00:00,1097661
2012/06/28 00:00:00,1052752
2012/06/27 00:00:00,1162072
2012/06/26 00:00:00,1019102
2012/06/25 00:00:00,1083037
2012/06/24 00:00:00,1177153
2012/06/23 00:00:00,1220367
2012/06/22 00:00:00,1172319
2012/06/21 00:00:00,1364954
2012/06/20 00:00:00,725053
2012/06/19 00:00:00,991206
2012/06/18 00:00:00,1290351
2012/06/17 00:00:00,1189822
2012/06/16 00:00:00,1365969
2012/06/15 00:00:00,1314797
2012/06/14 00:00:00,1245162
2012/06/13 00:00:00,1330648
2012/06/12 00:00:00,1153081
2012/06/11 00:00:00,1310077
2012/06/10 00:00:00,1480174
2012/06/09 00:00:00,1590054
2012/06/08 00:00:00,1286186
2012/06/07 00:00:00,1456189
2012/06/06 00:00:00,1344947
2012/06/05 00:00:00,1419373
2012/06/04 00:00:00,1276768
2012/06/03 00:00:00,1575875
2012/06/02 00:00:00,1714904
2012/06/01 00:00:00,1634551
2012/05/31 00:00:00,1682991
2012/05/30 00:00:00,1200910
2012/05/29 00:00:00,1467655
2012/05/28 00:00:00,1623588
2012/05/27 00:00:00,1639617
2012/05/26 00:00:00,1660973
2012/05/25 00:00:00,1705409
2012/05/24 00:00:00,1596157
2012/05/23 00:00:00,1731771
2012/05/22 00:00:00,1394939
2012/05/21 00:00:00,1554699
2012/05/20 00:00:00,1787409
2012/05/19 00:00:00,1569054
2012/05/18 00:00:00,1797534
2012/05/17 00:00:00,1749445
2012/05/16 00:00:00,1709376
2012/05/15 00:00:00,1753362
2012/05/14 00:00:00,1517900
2012/05/13 00:00:00,1673911
2012/05/12 00:00:00,1577354
2012/05/11 00:00:00,1722402
2012/05/10 00:00:00,1704672
2012/05/09 00:00:00,1708213
2012/05/08 00:00:00,1636046
2012/05/07 00:00:00,1619686
2012/05/06 00:00:00,1682429
2012/05/05 00:00:00,1862463
2012/05/04 00:00:00,1805965
2012/05/03 00:00:00,4069522
2012/05/02 00:00:00,280393
2012/05/01 00:00:00,536614
2012/04/30 00:00:00,1943521
2012/04/29 00:00:00,1934669
2012/04/28 00:00:00,1796416
2012/04/27 00:00:00,1994312
2012/04/26 00:00:00,2165755
2012/04/25 00:00:00,1379881
2012/04/24 00:00:00,2015049
2012/04/23 00:00:00,2188375
2012/04/22 00:00:00,2168783
2012/04/21 00:00:00,2249686
2012/04/20 00:00:00,2369574
2012/04/19 00:00:00,2078482
2012/04/18 00:00:00,1831983
2012/04/17 00:00:00,2235860
2012/04/16 00:00:00,2226149
2012/04/15 00:00:00,2577606
2012/04/14 00:00:00,2233091
2012/04/13 00:00:00,2221987
2012/04/12 00:00:00,2118906
2012/04/11 00:00:00,1604340
2012/04/10 00:00:00,1867629
2012/04/09 00:00:00,1719513
2012/04/08 00:00:00,1989870
2012/04/07 00:00:00,1901547
2012/04/06 00:00:00,1994884
2012/04/05 00:00:00,2189675
2012/04/04 00:00:00,1867439
2012/04/03 00:00:00,1339223
