"Time","Passenger: Plays - YouTube"
2014/05/30 00:00:00,1039937
2014/05/29 00:00:00,968320
2014/05/28 00:00:00,969367
2014/05/27 00:00:00,841630
2014/05/26 00:00:00,846507
2014/05/25 00:00:00,852684
2014/05/24 00:00:00,949143
2014/05/23 00:00:00,953933
2014/05/22 00:00:00,979360
2014/05/21 00:00:00,973497
2014/05/20 00:00:00,958568
2014/05/19 00:00:00,914960
2014/05/18 00:00:00,975033
2014/05/17 00:00:00,1030014
2014/05/16 00:00:00,1609074
2014/05/15 00:00:00,647605
2014/05/14 00:00:00,804808
2014/05/13 00:00:00,1007242
2014/05/12 00:00:00,819797
2014/05/11 00:00:00,830206
2014/05/10 00:00:00,981049
2014/05/09 00:00:00,1035925
2014/05/08 00:00:00,673993
2014/05/07 00:00:00,700419
2014/05/06 00:00:00,732138
2014/05/05 00:00:00,682604
2014/05/04 00:00:00,768557
2014/05/03 00:00:00,869866
2014/05/02 00:00:00,813326
2014/05/01 00:00:00,864060
2014/04/30 00:00:00,775599
2014/04/29 00:00:00,916455
2014/04/28 00:00:00,858618
2014/04/27 00:00:00,1627426
2014/04/26 00:00:00,1863587
2014/04/25 00:00:00,957877
2014/04/24 00:00:00,2203677
2014/04/23 00:00:00,748604
2014/04/22 00:00:00,2004434
2014/04/21 00:00:00,863114
2014/04/20 00:00:00,854081
2014/04/19 00:00:00,1622831
2014/04/18 00:00:00,800263
2014/04/17 00:00:00,970796
2014/04/16 00:00:00,1005636
2014/04/15 00:00:00,1079024
2014/04/14 00:00:00,982002
2014/04/13 00:00:00,888092
2014/04/12 00:00:00,972618
2014/04/11 00:00:00,916654
2014/04/10 00:00:00,802800
2014/04/09 00:00:00,918805
2014/04/08 00:00:00,1163425
2014/04/07 00:00:00,646320
2014/04/06 00:00:00,1012842
2014/04/05 00:00:00,1067619
2014/04/04 00:00:00,1390113
2014/04/03 00:00:00,998329
2014/04/02 00:00:00,866173
2014/04/01 00:00:00,904390
2014/03/31 00:00:00,818560
2014/03/30 00:00:00,960810
2014/03/29 00:00:00,1043131
2014/03/28 00:00:00,928182
2014/03/27 00:00:00,1038908
2014/03/26 00:00:00,1133155
2014/03/25 00:00:00,970137
2014/03/24 00:00:00,959841
2014/03/23 00:00:00,1223744
2014/03/22 00:00:00,907265
2014/03/21 00:00:00,972385
2014/03/20 00:00:00,970174
2014/03/19 00:00:00,906853
2014/03/18 00:00:00,923471
2014/03/17 00:00:00,913243
2014/03/16 00:00:00,925107
2014/03/15 00:00:00,1026089
2014/03/14 00:00:00,997286
2014/03/13 00:00:00,960717
2014/03/12 00:00:00,946118
2014/03/11 00:00:00,998223
2014/03/10 00:00:00,907177
2014/03/09 00:00:00,1031385
2014/03/08 00:00:00,1046916
2014/03/07 00:00:00,1070832
2014/03/06 00:00:00,996113
2014/03/05 00:00:00,982184
2014/03/04 00:00:00,985159
2014/03/03 00:00:00,1003493
2014/03/02 00:00:00,1088438
2014/03/01 00:00:00,1101784
2014/02/28 00:00:00,1036118
2014/02/27 00:00:00,1029564
2014/02/26 00:00:00,1056383
2014/02/25 00:00:00,1055748
2014/02/24 00:00:00,1037023
2014/02/23 00:00:00,1083129
2014/02/22 00:00:00,1146330
2014/02/21 00:00:00,1066408
2014/02/20 00:00:00,1059444
2014/02/19 00:00:00,1146367
2014/02/18 00:00:00,964073
2014/02/17 00:00:00,1010740
2014/02/16 00:00:00,1064386
2014/02/15 00:00:00,1201173
2014/02/14 00:00:00,1101034
2014/02/13 00:00:00,1212506
2014/02/12 00:00:00,946289
2014/02/11 00:00:00,1012644
2014/02/10 00:00:00,987471
2014/02/09 00:00:00,1137682
2014/02/08 00:00:00,1178638
2014/02/07 00:00:00,1202104
2014/02/06 00:00:00,1145624
2014/02/05 00:00:00,1329093
2014/02/04 00:00:00,1133677
2014/02/03 00:00:00,1180315
2014/02/02 00:00:00,1153459
2014/02/01 00:00:00,1236964
2014/01/31 00:00:00,1154732
2014/01/30 00:00:00,1180147
2014/01/29 00:00:00,1018459
2014/01/28 00:00:00,963245
2014/01/27 00:00:00,881787
2014/01/26 00:00:00,991531
2014/01/25 00:00:00,1025405
2014/01/24 00:00:00,986144
2014/01/23 00:00:00,955355
2014/01/22 00:00:00,923326
2014/01/21 00:00:00,930764
2014/01/20 00:00:00,933992
2014/01/19 00:00:00,1008173
2014/01/18 00:00:00,1143234
2014/01/17 00:00:00,969387
2014/01/16 00:00:00,1175465
2014/01/15 00:00:00,1062466
2014/01/14 00:00:00,1051508
2014/01/13 00:00:00,1039373
2014/01/12 00:00:00,1117858
2014/01/11 00:00:00,1162057
2014/01/10 00:00:00,1110717
2014/01/09 00:00:00,1072616
2014/01/08 00:00:00,1043831
2014/01/07 00:00:00,895214
2014/01/06 00:00:00,835828
2014/01/05 00:00:00,896165
2014/01/04 00:00:00,928560
2014/01/03 00:00:00,969242
2014/01/02 00:00:00,884239
2014/01/01 00:00:00,787998
2013/12/31 00:00:00,961573
2013/12/30 00:00:00,883162
2013/12/29 00:00:00,836772
2013/12/28 00:00:00,868279
2013/12/27 00:00:00,898647
2013/12/26 00:00:00,843583
2013/12/25 00:00:00,832169
2013/12/24 00:00:00,907555
2013/12/23 00:00:00,911562
2013/12/22 00:00:00,885140
2013/12/21 00:00:00,943581
2013/12/20 00:00:00,914507
2013/12/19 00:00:00,944575
2013/12/18 00:00:00,934638
2013/12/17 00:00:00,824396
2013/12/16 00:00:00,835527
2013/12/15 00:00:00,930190
2013/12/14 00:00:00,1220780
2013/12/13 00:00:00,767658
2013/12/12 00:00:00,834887
2013/12/11 00:00:00,870912
2013/12/10 00:00:00,871545
2013/12/09 00:00:00,839774
2013/12/08 00:00:00,939726
2013/12/07 00:00:00,970366
2013/12/06 00:00:00,936329
2013/12/05 00:00:00,1016700
2013/12/04 00:00:00,886896
2013/12/03 00:00:00,950802
2013/12/02 00:00:00,804778
2013/12/01 00:00:00,908500
2013/11/30 00:00:00,908388
2013/11/29 00:00:00,843225
2013/11/28 00:00:00,860501
2013/11/27 00:00:00,983379
2013/11/26 00:00:00,719328
2013/11/25 00:00:00,813492
2013/11/24 00:00:00,866311
2013/11/23 00:00:00,927338
2013/11/22 00:00:00,921646
2013/11/21 00:00:00,871576
2013/11/20 00:00:00,830277
2013/11/19 00:00:00,813078
2013/11/18 00:00:00,810934
2013/11/17 00:00:00,941177
2013/11/16 00:00:00,932113
2013/11/15 00:00:00,845041
2013/11/14 00:00:00,922625
2013/11/13 00:00:00,748911
2013/11/12 00:00:00,854474
2013/11/11 00:00:00,815035
2013/11/10 00:00:00,902250
2013/11/09 00:00:00,975667
2013/11/08 00:00:00,921202
2013/11/07 00:00:00,778024
2013/11/06 00:00:00,850259
2013/11/05 00:00:00,896033
2013/11/04 00:00:00,857004
2013/11/03 00:00:00,915952
2013/11/02 00:00:00,896172
2013/11/01 00:00:00,800251
2013/10/31 00:00:00,1240324
2013/10/30 00:00:00,511929
2013/10/29 00:00:00,817916
2013/10/28 00:00:00,780457
2013/10/27 00:00:00,870692
2013/10/26 00:00:00,832523
2013/10/25 00:00:00,834121
2013/10/24 00:00:00,981247
2013/10/23 00:00:00,868536
2013/10/22 00:00:00,536101
2013/10/21 00:00:00,753471
2013/10/20 00:00:00,796056
2013/10/19 00:00:00,817273
2013/10/18 00:00:00,759996
2013/10/17 00:00:00,678348
2013/10/16 00:00:00,694654
2013/10/15 00:00:00,652085
2013/10/14 00:00:00,660045
2013/10/13 00:00:00,721470
2013/10/12 00:00:00,765188
2013/10/11 00:00:00,682359
2013/10/10 00:00:00,718802
2013/10/09 00:00:00,738084
2013/10/08 00:00:00,486088
2013/10/07 00:00:00,691565
2013/10/06 00:00:00,670836
2013/10/05 00:00:00,736065
2013/10/04 00:00:00,665288
2013/10/03 00:00:00,637164
2013/10/02 00:00:00,667474
2013/10/01 00:00:00,660051
2013/09/30 00:00:00,597090
2013/09/29 00:00:00,710714
2013/09/28 00:00:00,660394
2013/09/27 00:00:00,603776
2013/09/26 00:00:00,591994
2013/09/25 00:00:00,607383
2013/09/24 00:00:00,624622
2013/09/23 00:00:00,583425
2013/09/22 00:00:00,649522
2013/09/21 00:00:00,609458
2013/09/20 00:00:00,598138
2013/09/19 00:00:00,507014
2013/09/18 00:00:00,568539
2013/09/17 00:00:00,612960
2013/09/16 00:00:00,556439
2013/09/15 00:00:00,680823
2013/09/14 00:00:00,591125
2013/09/13 00:00:00,622261
2013/09/12 00:00:00,578232
2013/09/11 00:00:00,586456
2013/09/10 00:00:00,628259
2013/09/09 00:00:00,615450
2013/09/08 00:00:00,606476
2013/09/07 00:00:00,594042
2013/09/06 00:00:00,550691
2013/09/05 00:00:00,655276
2013/09/04 00:00:00,515748
2013/09/03 00:00:00,467799
2013/09/02 00:00:00,442469
2013/09/01 00:00:00,439896
2013/08/31 00:00:00,447964
2013/08/30 00:00:00,451578
2013/08/29 00:00:00,454970
2013/08/28 00:00:00,461657
2013/08/27 00:00:00,422087
2013/08/26 00:00:00,423557
2013/08/25 00:00:00,436748
2013/08/24 00:00:00,518731
2013/08/23 00:00:00,598880
2013/08/22 00:00:00,565547
2013/08/21 00:00:00,757732
2013/08/20 00:00:00,356601
2013/08/19 00:00:00,576854
2013/08/18 00:00:00,523986
2013/08/17 00:00:00,675285
2013/08/16 00:00:00,489610
2013/08/15 00:00:00,609472
2013/08/14 00:00:00,620951
2013/08/13 00:00:00,495370
2013/08/12 00:00:00,520549
2013/08/11 00:00:00,499665
2013/08/10 00:00:00,553239
2013/08/09 00:00:00,673697
2013/08/08 00:00:00,450872
2013/08/07 00:00:00,595055
2013/08/06 00:00:00,527483
2013/08/05 00:00:00,534730
2013/08/04 00:00:00,553616
2013/08/03 00:00:00,587792
2013/08/02 00:00:00,606792
2013/08/01 00:00:00,607075
2013/07/31 00:00:00,612730
2013/07/30 00:00:00,642624
2013/07/29 00:00:00,555031
2013/07/28 00:00:00,691135
2013/07/27 00:00:00,634712
2013/07/26 00:00:00,579635
2013/07/25 00:00:00,499020
2013/07/24 00:00:00,435812
2013/07/23 00:00:00,551595
2013/07/22 00:00:00,395836
2013/07/21 00:00:00,444520
2013/07/20 00:00:00,584111
2013/07/19 00:00:00,663798
2013/07/18 00:00:00,655704
2013/07/17 00:00:00,656114
2013/07/16 00:00:00,679297
2013/07/15 00:00:00,654291
2013/07/14 00:00:00,646085
2013/07/13 00:00:00,700842
2013/07/12 00:00:00,708625
2013/07/11 00:00:00,685593
2013/07/10 00:00:00,608551
2013/07/09 00:00:00,656116
2013/07/08 00:00:00,634147
2013/07/07 00:00:00,615464
2013/07/06 00:00:00,649881
2013/07/05 00:00:00,676268
2013/07/04 00:00:00,704568
2013/07/03 00:00:00,748402
2013/07/02 00:00:00,681089
2013/07/01 00:00:00,638578
2013/06/30 00:00:00,654531
2013/06/29 00:00:00,732576
2013/06/28 00:00:00,742313
2013/06/27 00:00:00,707432
2013/06/26 00:00:00,692328
2013/06/25 00:00:00,643432
2013/06/24 00:00:00,1420199
2013/06/23 00:00:00,617087
2013/06/22 00:00:00,687097
2013/06/21 00:00:00,638690
2013/06/20 00:00:00,640401
2013/06/19 00:00:00,633987
2013/06/18 00:00:00,652497
2013/06/17 00:00:00,637492
2013/06/16 00:00:00,706884
2013/06/15 00:00:00,573819
2013/06/14 00:00:00,415810
2013/06/13 00:00:00,396157
2013/06/12 00:00:00,574025
2013/06/11 00:00:00,612655
2013/06/10 00:00:00,736772
2013/06/09 00:00:00,678607
2013/06/08 00:00:00,707101
2013/06/07 00:00:00,683623
2013/06/06 00:00:00,658529
2013/06/05 00:00:00,652414
2013/06/04 00:00:00,615997
2013/06/03 00:00:00,582442
2013/06/02 00:00:00,651243
2013/06/01 00:00:00,642565
2013/05/31 00:00:00,665843
2013/05/30 00:00:00,646653
2013/05/29 00:00:00,639064
2013/05/28 00:00:00,617649
2013/05/27 00:00:00,604502
2013/05/26 00:00:00,609018
2013/05/25 00:00:00,685939
2013/05/24 00:00:00,648664
2013/05/23 00:00:00,606467
2013/05/22 00:00:00,617012
2013/05/21 00:00:00,621643
2013/05/20 00:00:00,637235
2013/05/19 00:00:00,576333
2013/05/18 00:00:00,642502
2013/05/17 00:00:00,594567
2013/05/16 00:00:00,559609
2013/05/15 00:00:00,604558
2013/05/14 00:00:00,485417
2013/05/13 00:00:00,530490
2013/05/12 00:00:00,530128
2013/05/11 00:00:00,557726
2013/05/10 00:00:00,512506
2013/05/09 00:00:00,516650
2013/05/08 00:00:00,530499
2013/05/07 00:00:00,466122
2013/05/06 00:00:00,453426
2013/05/05 00:00:00,454159
2013/05/04 00:00:00,479412
2013/05/03 00:00:00,437187
2013/05/02 00:00:00,420855
2013/05/01 00:00:00,438217
2013/04/30 00:00:00,383255
2013/04/29 00:00:00,395297
2013/04/28 00:00:00,383429
2013/04/27 00:00:00,404291
2013/04/26 00:00:00,428142
2013/04/25 00:00:00,295512
2013/04/24 00:00:00,350432
2013/04/23 00:00:00,357083
2013/04/22 00:00:00,350912
2013/04/21 00:00:00,363945
2013/04/20 00:00:00,375068
2013/04/19 00:00:00,359508
2013/04/18 00:00:00,342131
2013/04/17 00:00:00,359089
2013/04/16 00:00:00,368577
2013/04/15 00:00:00,331104
2013/04/14 00:00:00,363550
2013/04/13 00:00:00,391763
2013/04/12 00:00:00,425480
2013/04/11 00:00:00,319988
2013/04/10 00:00:00,344632
2013/04/09 00:00:00,331704
2013/04/08 00:00:00,329482
2013/04/07 00:00:00,335764
2013/04/06 00:00:00,336645
2013/04/05 00:00:00,406071
2013/04/04 00:00:00,309707
2013/04/03 00:00:00,311999
2013/04/02 00:00:00,321089
2013/04/01 00:00:00,296409
2013/03/31 00:00:00,291943
2013/03/30 00:00:00,305069
2013/03/29 00:00:00,321080
2013/03/28 00:00:00,300538
2013/03/27 00:00:00,321357
2013/03/26 00:00:00,301818
2013/03/25 00:00:00,290631
2013/03/24 00:00:00,306191
2013/03/23 00:00:00,306199
2013/03/22 00:00:00,306199
2013/03/21 00:00:00,265152
2013/03/20 00:00:00,286043
2013/03/19 00:00:00,274844
2013/03/18 00:00:00,300751
2013/03/17 00:00:00,269728
2013/03/16 00:00:00,274918
2013/03/15 00:00:00,301528
2013/03/14 00:00:00,448509
2013/03/13 00:00:00,249855
2013/03/12 00:00:00,246519
2013/03/11 00:00:00,252017
2013/03/10 00:00:00,299163
2013/03/09 00:00:00,247414
2013/03/08 00:00:00,238319
2013/03/07 00:00:00,196342
2013/03/06 00:00:00,184983
2013/03/05 00:00:00,177470
2013/03/04 00:00:00,211149
2013/03/03 00:00:00,166021
2013/03/02 00:00:00,188689
2013/03/01 00:00:00,
2013/02/28 00:00:00,170806
2013/02/27 00:00:00,145311
2013/02/26 00:00:00,179632
2013/02/25 00:00:00,190074
2013/02/24 00:00:00,125709
2013/02/23 00:00:00,141508
2013/02/22 00:00:00,118836
2013/02/21 00:00:00,137259
2013/02/20 00:00:00,138120
2013/02/19 00:00:00,115491
2013/02/18 00:00:00,117244
2013/02/17 00:00:00,113260
2013/02/16 00:00:00,119307
2013/02/15 00:00:00,101311
2013/02/14 00:00:00,112814
2013/02/13 00:00:00,134806
2013/02/12 00:00:00,96631
2013/02/11 00:00:00,130768
2013/02/10 00:00:00,128288
2013/02/09 00:00:00,125852
2013/02/08 00:00:00,130596
2013/02/07 00:00:00,153644
2013/02/06 00:00:00,130064
2013/02/05 00:00:00,130336
2013/02/04 00:00:00,128667
2013/02/03 00:00:00,154488
2013/02/02 00:00:00,140914
2013/02/01 00:00:00,135143
2013/01/31 00:00:00,102520
2013/01/30 00:00:00,150318
2013/01/29 00:00:00,102364
2013/01/28 00:00:00,89474
2013/01/27 00:00:00,83933
2013/01/26 00:00:00,84722
2013/01/25 00:00:00,79593
2013/01/24 00:00:00,70601
2013/01/23 00:00:00,87629
2013/01/22 00:00:00,97699
2013/01/21 00:00:00,104574
2013/01/20 00:00:00,112501
2013/01/19 00:00:00,99422
2013/01/18 00:00:00,99860
2013/01/17 00:00:00,91584
2013/01/16 00:00:00,95330
2013/01/15 00:00:00,103277
2013/01/14 00:00:00,155300
2013/01/13 00:00:00,187084
2013/01/12 00:00:00,160205
2013/01/11 00:00:00,117854
2013/01/10 00:00:00,96280
2013/01/09 00:00:00,89461
2013/01/08 00:00:00,83178
2013/01/07 00:00:00,81535
2013/01/06 00:00:00,83470
2013/01/05 00:00:00,91077
2013/01/04 00:00:00,82260
2013/01/03 00:00:00,90947
2013/01/02 00:00:00,72443
2013/01/01 00:00:00,69507
2012/12/31 00:00:00,76628
2012/12/30 00:00:00,83943
2012/12/29 00:00:00,83566
2012/12/28 00:00:00,83534
2012/12/27 00:00:00,86621
2012/12/26 00:00:00,84855
2012/12/25 00:00:00,107860
2012/12/24 00:00:00,90614
2012/12/23 00:00:00,104953
2012/12/22 00:00:00,104373
2012/12/21 00:00:00,102660
2012/12/20 00:00:00,96897
2012/12/19 00:00:00,51117
2012/12/18 00:00:00,30090
2012/12/17 00:00:00,76154
2012/12/16 00:00:00,100136
2012/12/15 00:00:00,103656
2012/12/14 00:00:00,118853
2012/12/13 00:00:00,112455
2012/12/12 00:00:00,110175
2012/12/11 00:00:00,111654
2012/12/10 00:00:00,101357
2012/12/09 00:00:00,110072
2012/12/08 00:00:00,118458
2012/12/07 00:00:00,101325
2012/12/06 00:00:00,168438
2012/12/05 00:00:00,126733
2012/12/04 00:00:00,97444
2012/12/03 00:00:00,98094
2012/12/02 00:00:00,188093
2012/12/01 00:00:00,91517
2012/11/30 00:00:00,123883
2012/11/29 00:00:00,127336
2012/11/28 00:00:00,143683
2012/11/27 00:00:00,136445
2012/11/26 00:00:00,94754
2012/11/25 00:00:00,159408
2012/11/24 00:00:00,129215
2012/11/23 00:00:00,120417
2012/11/22 00:00:00,129398
2012/11/21 00:00:00,112215
2012/11/20 00:00:00,128300
2012/11/19 00:00:00,81814
2012/11/18 00:00:00,115304
2012/11/17 00:00:00,85836
2012/11/16 00:00:00,80201
2012/11/15 00:00:00,101058
2012/11/14 00:00:00,69488
2012/11/13 00:00:00,46666
2012/11/12 00:00:00,34488
2012/11/11 00:00:00,40066
2012/11/10 00:00:00,37148
2012/11/09 00:00:00,39466
2012/11/08 00:00:00,39679
2012/11/07 00:00:00,42027
2012/11/06 00:00:00,43800
2012/11/05 00:00:00,38349
2012/11/04 00:00:00,41055
2012/11/03 00:00:00,40649
2012/11/02 00:00:00,39959
2012/11/01 00:00:00,48953
2012/10/31 00:00:00,67347
2012/10/30 00:00:00,20092
2012/10/29 00:00:00,34402
2012/10/28 00:00:00,73871
2012/10/27 00:00:00,95101
2012/10/26 00:00:00,1491
2012/10/25 00:00:00,2578
2012/10/24 00:00:00,51
2012/10/23 00:00:00,7801
2012/10/22 00:00:00,25203
2012/10/21 00:00:00,24389
2012/10/20 00:00:00,24858
2012/10/19 00:00:00,27569
2012/10/18 00:00:00,31518
2012/10/17 00:00:00,7523
2012/10/16 00:00:00,11174
2012/10/15 00:00:00,13031
2012/10/14 00:00:00,9212
2012/10/13 00:00:00,8546
2012/10/12 00:00:00,9270
2012/10/11 00:00:00,11170
2012/10/10 00:00:00,11966
2012/10/09 00:00:00,13069
2012/10/08 00:00:00,12352
2012/10/07 00:00:00,12624
2012/10/06 00:00:00,16126
2012/10/05 00:00:00,5951
2012/10/04 00:00:00,7402
2012/10/03 00:00:00,8440
2012/10/02 00:00:00,8864
2012/10/01 00:00:00,7944
2012/09/30 00:00:00,7564
2012/09/29 00:00:00,9714
2012/09/28 00:00:00,12662
2012/09/27 00:00:00,11481
2012/09/26 00:00:00,12873
2012/09/25 00:00:00,11206
2012/09/24 00:00:00,12176
2012/09/23 00:00:00,12169
2012/09/22 00:00:00,8875
2012/09/21 00:00:00,12520
2012/09/20 00:00:00,3080
2012/09/19 00:00:00,10952
2012/09/18 00:00:00,24839
2012/09/17 00:00:00,8940
2012/09/16 00:00:00,10032
2012/09/15 00:00:00,8181
2012/09/14 00:00:00,7661
2012/09/13 00:00:00,8416
2012/09/12 00:00:00,9871
2012/09/11 00:00:00,20505
2012/09/10 00:00:00,1116
2012/09/09 00:00:00,5830
2012/09/08 00:00:00,8343
2012/09/07 00:00:00,8182
2012/09/06 00:00:00,8202
2012/09/05 00:00:00,6202
2012/09/04 00:00:00,9863
2012/09/03 00:00:00,9024
2012/09/02 00:00:00,8075
2012/09/01 00:00:00,8105
2012/08/31 00:00:00,8160
2012/08/30 00:00:00,8273
2012/08/29 00:00:00,8371
2012/08/28 00:00:00,8038
2012/08/27 00:00:00,5936
2012/08/26 00:00:00,6618
2012/08/25 00:00:00,5005
2012/08/24 00:00:00,7352
2012/08/23 00:00:00,6525
2012/08/22 00:00:00,7060
2012/08/21 00:00:00,7163
2012/08/20 00:00:00,7669
2012/08/19 00:00:00,6426
2012/08/18 00:00:00,6592
2012/08/17 00:00:00,7463
2012/08/16 00:00:00,7301
2012/08/15 00:00:00,7077
2012/08/14 00:00:00,6424
2012/08/13 00:00:00,3169
2012/08/12 00:00:00,3049
2012/08/11 00:00:00,3692
2012/08/10 00:00:00,4599
2012/08/09 00:00:00,5974
2012/08/08 00:00:00,5760
2012/08/07 00:00:00,6875
2012/08/06 00:00:00,6164
2012/08/05 00:00:00,5274
2012/08/04 00:00:00,6322
2012/08/03 00:00:00,6294
2012/08/02 00:00:00,5476
2012/08/01 00:00:00,5426
2012/07/31 00:00:00,2668
2012/07/30 00:00:00,2618
2012/07/29 00:00:00,2026
2012/07/28 00:00:00,2447
2012/07/27 00:00:00,3856
2012/07/26 00:00:00,4617
2012/07/25 00:00:00,5968
2012/07/24 00:00:00,2345
2012/07/23 00:00:00,1372
2012/07/22 00:00:00,1694
2012/07/21 00:00:00,1841
2012/07/20 00:00:00,2384
2012/07/19 00:00:00,2104
2012/07/18 00:00:00,1277
2012/07/17 00:00:00,1299
2012/07/16 00:00:00,1397
2012/07/15 00:00:00,1298
2012/07/14 00:00:00,1299
2012/07/13 00:00:00,1601
2012/07/12 00:00:00,1407
2012/07/11 00:00:00,1749
2012/07/10 00:00:00,2149
2012/07/09 00:00:00,2708
2012/07/08 00:00:00,2039
2012/07/07 00:00:00,2116
2012/07/06 00:00:00,2633
2012/07/05 00:00:00,2020
2012/07/04 00:00:00,1944
2012/07/03 00:00:00,2527
2012/07/02 00:00:00,2083
2012/07/01 00:00:00,2160
2012/06/30 00:00:00,2794
2012/06/29 00:00:00,5018
2012/06/28 00:00:00,3210
2012/06/27 00:00:00,4019
2012/06/26 00:00:00,2749
2012/06/25 00:00:00,2361
2012/06/24 00:00:00,2522
2012/06/23 00:00:00,2141
2012/06/22 00:00:00,2725
2012/06/21 00:00:00,3243
2012/06/20 00:00:00,3132
2012/06/19 00:00:00,2288
2012/06/18 00:00:00,2900
2012/06/17 00:00:00,2867
2012/06/16 00:00:00,2773
2012/06/15 00:00:00,2893
2012/06/14 00:00:00,2513
2012/06/13 00:00:00,3062
2012/06/12 00:00:00,3803
2012/06/11 00:00:00,2312
2012/06/10 00:00:00,2372
2012/06/09 00:00:00,2695
2012/06/08 00:00:00,2737
2012/06/07 00:00:00,2725
2012/06/06 00:00:00,2794
2012/06/05 00:00:00,3015
2012/06/04 00:00:00,2983
2012/06/03 00:00:00,2886
2012/06/02 00:00:00,2527
2012/06/01 00:00:00,3051
2012/05/31 00:00:00,3778
2012/05/30 00:00:00,2303
2012/05/29 00:00:00,3436
2012/05/28 00:00:00,2690
2012/05/27 00:00:00,2597
2012/05/26 00:00:00,2745
2012/05/25 00:00:00,2671
2012/05/24 00:00:00,2702
2012/05/23 00:00:00,3044
2012/05/22 00:00:00,2564
2012/05/21 00:00:00,2667
2012/05/20 00:00:00,2497
2012/05/19 00:00:00,3001
2012/05/18 00:00:00,2908
2012/05/17 00:00:00,3191
2012/05/16 00:00:00,2963
2012/05/15 00:00:00,3223
2012/05/14 00:00:00,2996
2012/05/13 00:00:00,2509
2012/05/12 00:00:00,2189
2012/05/11 00:00:00,3121
2012/05/10 00:00:00,2698
2012/05/09 00:00:00,2692
2012/05/08 00:00:00,2718
2012/05/07 00:00:00,2679
2012/05/06 00:00:00,2511
2012/05/05 00:00:00,2843
2012/05/04 00:00:00,2950
2012/05/03 00:00:00,6813
2012/05/02 00:00:00,2327
2012/05/01 00:00:00,916
2012/04/30 00:00:00,3446
2012/04/29 00:00:00,5161
2012/04/28 00:00:00,3782
2012/04/27 00:00:00,3742
2012/04/26 00:00:00,6124
2012/04/25 00:00:00,3132
2012/04/24 00:00:00,3342
2012/04/23 00:00:00,3663
2012/04/22 00:00:00,3554
2012/04/21 00:00:00,3400
2012/04/20 00:00:00,3637
2012/04/19 00:00:00,3054
2012/04/18 00:00:00,3134
2012/04/17 00:00:00,3950
2012/04/16 00:00:00,3762
2012/04/15 00:00:00,3560
2012/04/14 00:00:00,2863
2012/04/13 00:00:00,3321
2012/04/12 00:00:00,3058
2012/04/11 00:00:00,3231
2012/04/10 00:00:00,3234
2012/04/09 00:00:00,3166
2012/04/08 00:00:00,2703
2012/04/07 00:00:00,2491
2012/04/06 00:00:00,2885
