"Time","Miley Cyrus: Downloads - BitTorrent"
2014/05/07 00:00:00,14754
2014/05/06 00:00:00,14925
2014/05/05 00:00:00,15404
2014/05/04 00:00:00,14868
2014/05/03 00:00:00,15012
2014/05/02 00:00:00,14702
2014/05/01 00:00:00,15391
2014/04/30 00:00:00,14932
2014/04/29 00:00:00,15222
2014/04/28 00:00:00,15557
2014/04/27 00:00:00,15671
2014/04/26 00:00:00,15347
2014/04/25 00:00:00,15566
2014/04/24 00:00:00,15353
2014/04/23 00:00:00,15954
2014/04/22 00:00:00,15458
2014/04/21 00:00:00,16565
2014/04/20 00:00:00,14728
2014/04/19 00:00:00,15408
2014/04/18 00:00:00,16244
2014/04/17 00:00:00,16418
2014/04/16 00:00:00,15972
2014/04/15 00:00:00,17095
2014/04/14 00:00:00,15965
2014/04/13 00:00:00,16216
2014/04/12 00:00:00,16479
2014/04/11 00:00:00,15961
2014/04/10 00:00:00,16523
2014/04/09 00:00:00,16769
2014/04/08 00:00:00,17063
2014/04/07 00:00:00,17610
2014/04/06 00:00:00,18037
2014/04/05 00:00:00,17993
2014/04/04 00:00:00,17234
2014/04/03 00:00:00,17851
2014/04/02 00:00:00,14290
2014/04/01 00:00:00,6160
2014/03/31 00:00:00,18507
2014/03/30 00:00:00,18976
2014/03/29 00:00:00,17340
2014/03/28 00:00:00,18132
2014/03/27 00:00:00,19604
2014/03/26 00:00:00,12091
2014/03/25 00:00:00,18345
2014/03/24 00:00:00,18637
2014/03/23 00:00:00,19043
2014/03/22 00:00:00,18618
2014/03/21 00:00:00,18214
2014/03/20 00:00:00,18637
2014/03/19 00:00:00,18939
2014/03/18 00:00:00,19326
2014/03/17 00:00:00,19420
2014/03/16 00:00:00,19070
2014/03/15 00:00:00,19996
2014/03/14 00:00:00,19435
2014/03/13 00:00:00,19770
2014/03/12 00:00:00,20518
2014/03/11 00:00:00,19656
2014/03/10 00:00:00,19426
2014/03/09 00:00:00,20676
2014/03/08 00:00:00,20303
2014/03/07 00:00:00,20057
2014/03/06 00:00:00,19644
2014/03/05 00:00:00,20138
2014/03/04 00:00:00,19534
2014/03/03 00:00:00,20079
2014/03/02 00:00:00,20551
2014/03/01 00:00:00,21244
2014/02/28 00:00:00,21188
2014/02/27 00:00:00,21352
2014/02/26 00:00:00,21659
2014/02/25 00:00:00,22071
2014/02/24 00:00:00,21570
2014/02/23 00:00:00,22443
2014/02/22 00:00:00,21996
2014/02/21 00:00:00,21033
2014/02/20 00:00:00,21092
2014/02/19 00:00:00,21089
2014/02/18 00:00:00,21573
2014/02/17 00:00:00,22167
2014/02/16 00:00:00,22245
2014/02/15 00:00:00,22277
2014/02/14 00:00:00,19843
2014/02/13 00:00:00,20829
2014/02/12 00:00:00,21521
2014/02/11 00:00:00,20286
2014/02/10 00:00:00,21212
2014/02/09 00:00:00,23090
2014/02/08 00:00:00,22123
2014/02/07 00:00:00,21048
2014/02/06 00:00:00,22012
2014/02/05 00:00:00,22445
2014/02/04 00:00:00,22115
2014/02/03 00:00:00,22187
2014/02/02 00:00:00,23812
2014/02/01 00:00:00,22684
2014/01/31 00:00:00,22555
2014/01/30 00:00:00,22660
2014/01/29 00:00:00,22257
2014/01/28 00:00:00,23257
2014/01/27 00:00:00,16103
2014/01/26 00:00:00,21741
2014/01/25 00:00:00,20887
2014/01/24 00:00:00,20857
2014/01/23 00:00:00,20009
2014/01/22 00:00:00,20477
2014/01/21 00:00:00,21121
2014/01/20 00:00:00,21350
2014/01/19 00:00:00,21574
2014/01/18 00:00:00,22150
2014/01/17 00:00:00,21384
2014/01/16 00:00:00,20791
2014/01/15 00:00:00,21403
2014/01/14 00:00:00,21370
2014/01/13 00:00:00,23396
2014/01/12 00:00:00,25860
2014/01/11 00:00:00,23536
2014/01/10 00:00:00,22565
2014/01/09 00:00:00,24056
2014/01/08 00:00:00,23935
2014/01/07 00:00:00,24292
2014/01/06 00:00:00,25734
2014/01/05 00:00:00,25540
2014/01/04 00:00:00,25104
2014/01/03 00:00:00,25707
2014/01/02 00:00:00,26303
2014/01/01 00:00:00,22651
2013/12/31 00:00:00,25574
2013/12/30 00:00:00,25777
2013/12/29 00:00:00,25592
2013/12/28 00:00:00,25700
2013/12/27 00:00:00,27811
2013/12/26 00:00:00,27174
2013/12/25 00:00:00,24909
2013/12/24 00:00:00,24982
2013/12/23 00:00:00,26161
2013/12/22 00:00:00,26524
2013/12/21 00:00:00,25694
2013/12/20 00:00:00,23853
2013/12/19 00:00:00,24114
2013/12/18 00:00:00,24692
2013/12/17 00:00:00,26005
2013/12/16 00:00:00,26588
2013/12/15 00:00:00,27596
2013/12/14 00:00:00,27466
2013/12/13 00:00:00,26755
2013/12/12 00:00:00,25594
2013/12/11 00:00:00,25572
2013/12/10 00:00:00,25775
2013/12/09 00:00:00,27640
2013/12/08 00:00:00,28506
2013/12/07 00:00:00,27948
2013/12/06 00:00:00,27575
2013/12/05 00:00:00,26903
2013/12/04 00:00:00,27728
2013/12/03 00:00:00,27170
2013/12/02 00:00:00,27720
2013/12/01 00:00:00,29949
2013/11/30 00:00:00,30156
2013/11/29 00:00:00,27947
2013/11/28 00:00:00,30001
2013/11/27 00:00:00,30579
2013/11/26 00:00:00,29533
2013/11/25 00:00:00,31120
2013/11/24 00:00:00,31190
2013/11/23 00:00:00,31301
2013/11/22 00:00:00,28306
2013/11/21 00:00:00,29569
2013/11/20 00:00:00,32765
2013/11/19 00:00:00,35074
2013/11/18 00:00:00,36224
2013/11/17 00:00:00,38020
2013/11/16 00:00:00,34341
2013/11/15 00:00:00,33252
2013/11/14 00:00:00,34419
2013/11/13 00:00:00,22426
2013/11/12 00:00:00,33901
2013/11/11 00:00:00,49192
2013/11/10 00:00:00,52675
2013/11/09 00:00:00,53230
2013/11/08 00:00:00,52144
2013/11/07 00:00:00,47390
2013/11/06 00:00:00,33563
2013/11/05 00:00:00,46586
2013/11/04 00:00:00,32528
2013/11/03 00:00:00,40155
2013/11/02 00:00:00,42992
2013/11/01 00:00:00,29859
2013/10/31 00:00:00,25194
2013/10/30 00:00:00,27751
2013/10/29 00:00:00,25612
2013/10/28 00:00:00,25966
2013/10/27 00:00:00,27175
2013/10/26 00:00:00,29549
2013/10/25 00:00:00,26904
2013/10/24 00:00:00,32845
2013/10/23 00:00:00,29078
2013/10/22 00:00:00,316
2013/10/21 00:00:00,1688
2013/10/20 00:00:00,10184
2013/10/19 00:00:00,21731
2013/10/18 00:00:00,1444
2013/10/17 00:00:00,2474
2013/10/16 00:00:00,2309
2013/10/15 00:00:00,1578
2013/10/14 00:00:00,3032
2013/10/13 00:00:00,4885
2013/10/12 00:00:00,4533
2013/10/11 00:00:00,5596
2013/10/10 00:00:00,8920
2013/10/09 00:00:00,6169
2013/10/08 00:00:00,5781
2013/10/07 00:00:00,7792
2013/10/06 00:00:00,5565
2013/10/05 00:00:00,8727
2013/10/04 00:00:00,7173
2013/10/03 00:00:00,12071
2013/10/02 00:00:00,5804
2013/10/01 00:00:00,8901
2013/09/30 00:00:00,934
2013/09/29 00:00:00,1902
2013/09/28 00:00:00,604
2013/09/27 00:00:00,2739
2013/09/26 00:00:00,3915
2013/09/25 00:00:00,9917
2013/09/24 00:00:00,11245
2013/09/23 00:00:00,10428
2013/09/22 00:00:00,7707
2013/09/21 00:00:00,6812
2013/09/20 00:00:00,7470
2013/09/19 00:00:00,5553
2013/09/18 00:00:00,10244
2013/09/17 00:00:00,5384
2013/09/16 00:00:00,6790
2013/09/15 00:00:00,5832
2013/09/14 00:00:00,7926
2013/09/13 00:00:00,7864
2013/09/12 00:00:00,6353
2013/09/11 00:00:00,8709
2013/09/10 00:00:00,9194
2013/09/09 00:00:00,6022
2013/09/08 00:00:00,2579
2013/09/07 00:00:00,2393
2013/09/06 00:00:00,4238
2013/09/05 00:00:00,4201
2013/09/04 00:00:00,4675
2013/09/03 00:00:00,1180
2013/09/02 00:00:00,2033
2013/09/01 00:00:00,2794
2013/08/31 00:00:00,5300
2013/08/30 00:00:00,6730
2013/08/29 00:00:00,6431
2013/08/28 00:00:00,6909
2013/08/27 00:00:00,4910
2013/08/26 00:00:00,3757
2013/08/25 00:00:00,3313
2013/08/24 00:00:00,3630
2013/08/23 00:00:00,1912
2013/08/22 00:00:00,2575
2013/08/21 00:00:00,2540
2013/08/20 00:00:00,1744
2013/08/19 00:00:00,1727
2013/08/18 00:00:00,2016
2013/08/17 00:00:00,2246
2013/08/16 00:00:00,1636
2013/08/15 00:00:00,4677
2013/08/14 00:00:00,5469
2013/08/13 00:00:00,5047
2013/08/12 00:00:00,4986
2013/08/11 00:00:00,2941
2013/08/10 00:00:00,3439
2013/08/09 00:00:00,4626
2013/08/08 00:00:00,4539
2013/08/07 00:00:00,3900
2013/08/06 00:00:00,3650
2013/08/05 00:00:00,2550
2013/08/04 00:00:00,2560
2013/08/03 00:00:00,3672
2013/08/02 00:00:00,3124
2013/08/01 00:00:00,3510
2013/07/31 00:00:00,3261
2013/07/30 00:00:00,4359
2013/07/29 00:00:00,3853
2013/07/28 00:00:00,3990
2013/07/27 00:00:00,4607
2013/07/26 00:00:00,4235
2013/07/25 00:00:00,3041
2013/07/24 00:00:00,3530
2013/07/23 00:00:00,3896
2013/07/22 00:00:00,2840
2013/07/21 00:00:00,3469
2013/07/20 00:00:00,3375
2013/07/19 00:00:00,4428
2013/07/18 00:00:00,4684
2013/07/17 00:00:00,4990
2013/07/16 00:00:00,3417
2013/07/15 00:00:00,4505
2013/07/14 00:00:00,4096
2013/07/13 00:00:00,4498
2013/07/12 00:00:00,3628
2013/07/11 00:00:00,4174
2013/07/10 00:00:00,3213
2013/07/09 00:00:00,
2013/07/08 00:00:00,
2013/07/07 00:00:00,
2013/07/06 00:00:00,
2013/07/05 00:00:00,
2013/07/04 00:00:00,
2013/07/03 00:00:00,
2013/07/02 00:00:00,1922
2013/07/01 00:00:00,1784
2013/06/30 00:00:00,1704
2013/06/29 00:00:00,2160
2013/06/28 00:00:00,2223
2013/06/27 00:00:00,2190
2013/06/26 00:00:00,2165
2013/06/25 00:00:00,2268
2013/06/24 00:00:00,2017
2013/06/23 00:00:00,1587
2013/06/22 00:00:00,2211
2013/06/21 00:00:00,2385
2013/06/20 00:00:00,2059
2013/06/19 00:00:00,470
2013/06/18 00:00:00,488
2013/06/17 00:00:00,365
2013/06/16 00:00:00,288
2013/06/15 00:00:00,252
2013/06/14 00:00:00,327
2013/06/13 00:00:00,363
2013/06/12 00:00:00,338
2013/06/11 00:00:00,733
2013/06/10 00:00:00,1260
2013/06/09 00:00:00,569
2013/06/08 00:00:00,513
2013/06/07 00:00:00,470
2013/06/06 00:00:00,396
2013/06/05 00:00:00,497
2013/06/04 00:00:00,536
2013/06/03 00:00:00,613
2013/06/02 00:00:00,531
2013/06/01 00:00:00,511
2013/05/31 00:00:00,502
2013/05/30 00:00:00,455
2013/05/29 00:00:00,819
2013/05/28 00:00:00,1014
2013/05/27 00:00:00,928
2013/05/26 00:00:00,1004
2013/05/25 00:00:00,991
2013/05/24 00:00:00,985
2013/05/23 00:00:00,958
2013/05/22 00:00:00,899
2013/05/21 00:00:00,963
2013/05/20 00:00:00,1027
2013/05/19 00:00:00,917
2013/05/18 00:00:00,946
2013/05/17 00:00:00,961
2013/05/16 00:00:00,1011
2013/05/15 00:00:00,948
2013/05/14 00:00:00,898
2013/05/13 00:00:00,944
2013/05/12 00:00:00,959
2013/05/11 00:00:00,986
2013/05/10 00:00:00,935
2013/05/09 00:00:00,815
2013/05/08 00:00:00,932
2013/05/07 00:00:00,1019
2013/05/06 00:00:00,952
2013/05/05 00:00:00,933
2013/05/04 00:00:00,907
2013/05/03 00:00:00,823
2013/05/02 00:00:00,1009
2013/05/01 00:00:00,997
2013/04/30 00:00:00,996
2013/04/29 00:00:00,968
2013/04/28 00:00:00,1029
2013/04/27 00:00:00,983
2013/04/26 00:00:00,1005
2013/04/25 00:00:00,1047
2013/04/24 00:00:00,1085
2013/04/23 00:00:00,1214
2013/04/22 00:00:00,1043
2013/04/21 00:00:00,1030
2013/04/20 00:00:00,1057
2013/04/19 00:00:00,1100
2013/04/18 00:00:00,1035
2013/04/17 00:00:00,1207
2013/04/16 00:00:00,1051
2013/04/15 00:00:00,1066
2013/04/14 00:00:00,1033
2013/04/13 00:00:00,1095
2013/04/12 00:00:00,1102
2013/04/11 00:00:00,1285
2013/04/10 00:00:00,1235
2013/04/09 00:00:00,1029
2013/04/08 00:00:00,1137
2013/04/07 00:00:00,1040
2013/04/06 00:00:00,1127
2013/04/05 00:00:00,978
2013/04/04 00:00:00,1015
2013/04/03 00:00:00,939
2013/04/02 00:00:00,1007
2013/04/01 00:00:00,914
2013/03/31 00:00:00,859
2013/03/30 00:00:00,861
2013/03/29 00:00:00,815
2013/03/28 00:00:00,904
2013/03/27 00:00:00,874
2013/03/26 00:00:00,900
2013/03/25 00:00:00,968
2013/03/24 00:00:00,911
2013/03/23 00:00:00,876
2013/03/22 00:00:00,977
2013/03/21 00:00:00,1063
2013/03/20 00:00:00,1009
2013/03/19 00:00:00,904
2013/03/18 00:00:00,1113
2013/03/17 00:00:00,1039
2013/03/16 00:00:00,975
2013/03/15 00:00:00,975
2013/03/14 00:00:00,1116
2013/03/13 00:00:00,1067
2013/03/12 00:00:00,1112
2013/03/11 00:00:00,1097
2013/03/10 00:00:00,770
2013/03/09 00:00:00,733
2013/03/08 00:00:00,682
2013/03/07 00:00:00,769
2013/03/06 00:00:00,761
2013/03/05 00:00:00,676
2013/03/04 00:00:00,672
2013/03/03 00:00:00,643
2013/03/02 00:00:00,786
2013/03/01 00:00:00,685
2013/02/28 00:00:00,707
2013/02/27 00:00:00,686
2013/02/26 00:00:00,401
2013/02/25 00:00:00,445
2013/02/24 00:00:00,398
2013/02/23 00:00:00,404
2013/02/22 00:00:00,643
2013/02/21 00:00:00,749
2013/02/20 00:00:00,823
2013/02/19 00:00:00,720
2013/02/18 00:00:00,762
2013/02/17 00:00:00,823
2013/02/16 00:00:00,633
2013/02/15 00:00:00,723
2013/02/14 00:00:00,602
2013/02/13 00:00:00,710
2013/02/12 00:00:00,680
2013/02/11 00:00:00,828
2013/02/10 00:00:00,748
2013/02/09 00:00:00,769
2013/02/08 00:00:00,638
2013/02/07 00:00:00,723
2013/02/06 00:00:00,908
2013/02/05 00:00:00,727
2013/02/04 00:00:00,825
2013/02/03 00:00:00,625
2013/02/02 00:00:00,671
2013/02/01 00:00:00,717
2013/01/31 00:00:00,966
2013/01/30 00:00:00,800
2013/01/29 00:00:00,974
2013/01/28 00:00:00,1108
2013/01/27 00:00:00,1086
2013/01/26 00:00:00,984
2013/01/25 00:00:00,1071
2013/01/24 00:00:00,938
2013/01/23 00:00:00,1091
2013/01/22 00:00:00,1084
2013/01/21 00:00:00,1097
2013/01/20 00:00:00,986
2013/01/19 00:00:00,1074
2013/01/18 00:00:00,1142
2013/01/17 00:00:00,1126
2013/01/16 00:00:00,1203
2013/01/15 00:00:00,1127
2013/01/14 00:00:00,1244
2013/01/13 00:00:00,1143
2013/01/12 00:00:00,1085
2013/01/11 00:00:00,1199
2013/01/10 00:00:00,1266
2013/01/09 00:00:00,1252
2013/01/08 00:00:00,1094
2013/01/07 00:00:00,1220
2013/01/06 00:00:00,1114
2013/01/05 00:00:00,1236
2013/01/04 00:00:00,1292
2013/01/03 00:00:00,1342
2013/01/02 00:00:00,1077
2013/01/01 00:00:00,1277
2012/12/31 00:00:00,1408
2012/12/30 00:00:00,1371
2012/12/29 00:00:00,1447
2012/12/28 00:00:00,1485
2012/12/27 00:00:00,1468
2012/12/26 00:00:00,1292
2012/12/25 00:00:00,1424
2012/12/24 00:00:00,1336
2012/12/23 00:00:00,1313
2012/12/22 00:00:00,1281
2012/12/21 00:00:00,1494
2012/12/20 00:00:00,1197
2012/12/19 00:00:00,700
2012/12/18 00:00:00,796
2012/12/17 00:00:00,811
2012/12/16 00:00:00,1018
2012/12/15 00:00:00,1224
2012/12/14 00:00:00,1174
2012/12/13 00:00:00,1266
2012/12/12 00:00:00,1471
2012/12/11 00:00:00,1365
2012/12/10 00:00:00,1290
2012/12/09 00:00:00,1088
2012/12/08 00:00:00,1239
2012/12/07 00:00:00,1318
2012/12/06 00:00:00,1352
2012/12/05 00:00:00,1383
2012/12/04 00:00:00,1413
2012/12/03 00:00:00,1233
2012/12/02 00:00:00,1334
2012/12/01 00:00:00,1356
2012/11/30 00:00:00,1522
2012/11/29 00:00:00,1191
2012/11/28 00:00:00,1346
2012/11/27 00:00:00,1342
2012/11/26 00:00:00,1379
2012/11/25 00:00:00,1229
2012/11/24 00:00:00,1237
2012/11/23 00:00:00,1288
2012/11/22 00:00:00,1273
2012/11/21 00:00:00,1362
2012/11/20 00:00:00,1422
2012/11/19 00:00:00,1412
2012/11/18 00:00:00,1228
2012/11/17 00:00:00,1314
2012/11/16 00:00:00,1453
2012/11/15 00:00:00,1499
2012/11/14 00:00:00,1550
2012/11/13 00:00:00,1268
2012/11/12 00:00:00,1530
2012/11/11 00:00:00,1460
2012/11/10 00:00:00,1493
2012/11/09 00:00:00,1513
2012/11/08 00:00:00,1513
2012/11/07 00:00:00,1535
2012/11/06 00:00:00,1626
2012/11/05 00:00:00,1518
2012/11/04 00:00:00,1567
2012/11/03 00:00:00,1484
2012/11/02 00:00:00,1235
2012/11/01 00:00:00,1546
2012/10/31 00:00:00,1518
2012/10/30 00:00:00,1643
2012/10/29 00:00:00,1573
2012/10/28 00:00:00,1513
2012/10/27 00:00:00,1479
2012/10/26 00:00:00,1632
2012/10/25 00:00:00,1620
2012/10/24 00:00:00,1654
2012/10/23 00:00:00,1774
2012/10/22 00:00:00,1714
2012/10/21 00:00:00,1781
2012/10/20 00:00:00,1609
2012/10/19 00:00:00,1638
2012/10/18 00:00:00,1620
2012/10/17 00:00:00,1708
2012/10/16 00:00:00,1622
2012/10/15 00:00:00,1654
2012/10/14 00:00:00,1773
2012/10/13 00:00:00,1697
2012/10/12 00:00:00,1714
2012/10/11 00:00:00,1721
2012/10/10 00:00:00,1494
2012/10/09 00:00:00,1192
2012/10/08 00:00:00,1174
2012/10/07 00:00:00,1151
2012/10/06 00:00:00,1156
2012/10/05 00:00:00,1164
2012/10/04 00:00:00,1088
2012/10/03 00:00:00,1181
2012/10/02 00:00:00,1382
2012/10/01 00:00:00,1188
2012/09/30 00:00:00,1203
2012/09/29 00:00:00,1235
2012/09/28 00:00:00,1154
2012/09/27 00:00:00,1232
2012/09/26 00:00:00,1160
2012/09/25 00:00:00,1196
2012/09/24 00:00:00,1098
2012/09/23 00:00:00,1278
2012/09/22 00:00:00,1219
2012/09/21 00:00:00,1089
2012/09/20 00:00:00,1230
2012/09/19 00:00:00,1211
2012/09/18 00:00:00,1199
2012/09/17 00:00:00,1281
2012/09/16 00:00:00,1135
2012/09/15 00:00:00,1273
2012/09/14 00:00:00,1243
2012/09/13 00:00:00,1261
2012/09/12 00:00:00,1239
2012/09/11 00:00:00,1388
2012/09/10 00:00:00,1319
2012/09/09 00:00:00,1208
2012/09/08 00:00:00,1203
2012/09/07 00:00:00,1051
2012/09/06 00:00:00,1171
2012/09/05 00:00:00,1209
2012/09/04 00:00:00,1380
2012/09/03 00:00:00,1182
2012/09/02 00:00:00,1228
2012/09/01 00:00:00,1386
2012/08/31 00:00:00,1356
2012/08/30 00:00:00,1313
2012/08/29 00:00:00,1261
2012/08/28 00:00:00,960
2012/08/27 00:00:00,1483
2012/08/26 00:00:00,1433
2012/08/25 00:00:00,1312
2012/08/24 00:00:00,1349
2012/08/23 00:00:00,1465
2012/08/22 00:00:00,1448
2012/08/21 00:00:00,1510
2012/08/20 00:00:00,1464
2012/08/19 00:00:00,1244
2012/08/18 00:00:00,1309
2012/08/17 00:00:00,1416
2012/08/16 00:00:00,1499
2012/08/15 00:00:00,1517
2012/08/14 00:00:00,1512
2012/08/13 00:00:00,1634
2012/08/12 00:00:00,1576
2012/08/11 00:00:00,1351
2012/08/10 00:00:00,1584
2012/08/09 00:00:00,1588
2012/08/08 00:00:00,1484
2012/08/07 00:00:00,1514
2012/08/06 00:00:00,1622
2012/08/05 00:00:00,1504
2012/08/04 00:00:00,1738
2012/08/03 00:00:00,1708
2012/08/02 00:00:00,1889
2012/08/01 00:00:00,770
2012/07/31 00:00:00,748
2012/07/30 00:00:00,724
2012/07/29 00:00:00,515
2012/07/28 00:00:00,582
2012/07/27 00:00:00,748
2012/07/26 00:00:00,748
2012/07/25 00:00:00,665
2012/07/24 00:00:00,765
2012/07/23 00:00:00,829
2012/07/22 00:00:00,653
2012/07/21 00:00:00,740
2012/07/20 00:00:00,860
2012/07/19 00:00:00,712
2012/07/18 00:00:00,917
2012/07/17 00:00:00,699
2012/07/16 00:00:00,716
2012/07/15 00:00:00,604
2012/07/14 00:00:00,613
2012/07/13 00:00:00,813
2012/07/12 00:00:00,758
2012/07/11 00:00:00,729
2012/07/10 00:00:00,664
2012/07/09 00:00:00,699
2012/07/08 00:00:00,603
2012/07/07 00:00:00,633
2012/07/06 00:00:00,752
2012/07/05 00:00:00,668
2012/07/04 00:00:00,628
2012/07/03 00:00:00,743
2012/07/02 00:00:00,735
2012/07/01 00:00:00,684
2012/06/30 00:00:00,605
2012/06/29 00:00:00,689
2012/06/28 00:00:00,782
2012/06/27 00:00:00,888
2012/06/26 00:00:00,898
2012/06/25 00:00:00,718
2012/06/24 00:00:00,799
2012/06/23 00:00:00,698
2012/06/22 00:00:00,815
2012/06/21 00:00:00,699
2012/06/20 00:00:00,791
2012/06/19 00:00:00,811
2012/06/18 00:00:00,769
2012/06/17 00:00:00,703
2012/06/16 00:00:00,615
2012/06/15 00:00:00,1343
2012/06/14 00:00:00,1439
2012/06/13 00:00:00,1339
2012/06/12 00:00:00,1482
2012/06/11 00:00:00,1331
2012/06/10 00:00:00,1351
2012/06/09 00:00:00,1322
2012/06/08 00:00:00,1523
2012/06/07 00:00:00,1339
2012/06/06 00:00:00,1436
2012/06/05 00:00:00,1413
2012/06/04 00:00:00,1384
2012/06/03 00:00:00,1324
2012/06/02 00:00:00,1310
2012/06/01 00:00:00,1343
2012/05/31 00:00:00,1447
2012/05/30 00:00:00,1378
2012/05/29 00:00:00,1331
2012/05/28 00:00:00,1146
2012/05/27 00:00:00,1123
2012/05/26 00:00:00,1137
2012/05/25 00:00:00,1042
2012/05/24 00:00:00,951
2012/05/23 00:00:00,923
2012/05/22 00:00:00,1101
2012/05/21 00:00:00,1161
2012/05/20 00:00:00,1291
2012/05/19 00:00:00,1192
2012/05/18 00:00:00,1140
2012/05/17 00:00:00,1202
2012/05/16 00:00:00,1193
2012/05/15 00:00:00,1371
2012/05/14 00:00:00,1476
2012/05/13 00:00:00,1446
2012/05/12 00:00:00,1343
2012/05/11 00:00:00,1356
2012/05/10 00:00:00,1299
2012/05/09 00:00:00,1743
2012/05/08 00:00:00,1648
2012/05/07 00:00:00,1633
2012/05/06 00:00:00,1442
2012/05/05 00:00:00,1189
2012/05/04 00:00:00,1718
2012/05/03 00:00:00,1551
2012/05/02 00:00:00,1333
2012/05/01 00:00:00,1255
2012/04/30 00:00:00,1193
2012/04/29 00:00:00,1108
2012/04/28 00:00:00,1050
2012/04/27 00:00:00,1317
2012/04/26 00:00:00,1282
2012/04/25 00:00:00,1198
2012/04/24 00:00:00,1295
2012/04/23 00:00:00,1337
2012/04/22 00:00:00,1113
2012/04/21 00:00:00,1175
2012/04/20 00:00:00,1526
2012/04/19 00:00:00,1515
2012/04/18 00:00:00,1551
2012/04/17 00:00:00,1575
2012/04/16 00:00:00,1050
2012/04/15 00:00:00,1302
2012/04/14 00:00:00,1250
2012/04/13 00:00:00,1634
2012/04/12 00:00:00,1928
2012/04/11 00:00:00,1475
2012/04/10 00:00:00,1629
2012/04/09 00:00:00,1385
2012/04/08 00:00:00,1373
2012/04/07 00:00:00,1235
2012/04/06 00:00:00,1639
2012/04/05 00:00:00,1807
2012/04/04 00:00:00,1615
2012/04/03 00:00:00,1711
2012/04/02 00:00:00,1538
2012/04/01 00:00:00,1346
2012/03/31 00:00:00,1322
2012/03/30 00:00:00,1790
2012/03/29 00:00:00,1817
2012/03/28 00:00:00,1962
2012/03/27 00:00:00,1925
2012/03/26 00:00:00,1739
2012/03/25 00:00:00,1373
2012/03/24 00:00:00,1450
2012/03/23 00:00:00,1552
2012/03/22 00:00:00,1574
2012/03/21 00:00:00,1884
2012/03/20 00:00:00,1605
2012/03/19 00:00:00,1501
2012/03/18 00:00:00,1269
2012/03/17 00:00:00,1349
